<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d2b269574476263476913283168e483fec8287572bafc3633a3722280b1d0d13
size 2120580
=======
	chr	start	stop	arm_location
RP11-217E13.1	chr4	186979490	187021973	q
KIAA1211	chr4	56170195	56328625	q
RP11-181K12.2	chr4	145833118	145839580	q
RP11-586L23.1	chr4	141240739	141278789	q
RP11-472K22.2	chr4	29214398	29221162	p
TBC1D1	chr4	37891087	38139175	p
OCIAD2	chr4	48885019	48906937	p
CEP135	chr4	55948871	56033363	q
AC121157.1	chr4	100129945	100130035	q
MINOS1P4	chr4	78379197	78379514	q
MIR4451	chr4	85722443	85722550	q
SRD5A3	chr4	55346109	55373096	q
LINC01207	chr4	164754064	164803795	q
RP11-170N16.1	chr4	122815771	122816117	q
NEUROG2	chr4	112513516	112516172	q
ATOH1	chr4	93828753	93830964	q
RP11-402J6.2	chr4	112530371	112530672	q
RP11-646I6.5	chr4	56387625	56388153	q
RP11-1263C18.1	chr4	573880	574412	p
RP11-366M4.11	chr4	164968587	164970002	q
RAC1P5	chr4	107203349	107203924	q
HAND2-AS1	chr4	173527270	173591324	q
AC116562.1	chr4	4084334	4084481	p
RP11-713C19.2	chr4	187970273	187971284	q
RANP6	chr4	173633728	173634371	q
RP11-371F15.3	chr4	138819954	139012646	q
SCGB1D5P	chr4	165517255	165517501	q
FKBP4P1	chr4	118193405	118194751	q
RP11-359D14.3	chr4	76758554	76801964	q
CCRN4L	chr4	139015789	139045752	q
AK4P6	chr4	151027090	151027617	q
LINC01438	chr4	110794403	110797344	q
STIM2	chr4	26857678	27025381	p
AC004057.1	chr4	113214046	113217170	q
MSANTD1	chr4	3244369	3271738	p
RNA5SP154	chr4	9792751	9792861	p
RP11-756P10.5	chr4	188776657	188785511	q
CSN1S2AP	chr4	70067386	70085290	q
SLC2A9	chr4	9771153	10054936	p
LEF1	chr4	108047545	108168956	q
RP11-8L2.1	chr4	83796436	84293412	q
PDLIM3	chr4	185500660	185535612	q
ENPP7P10	chr4	9079023	9141608	p
RP13-560N11.1	chr4	9922814	9924146	p
RP11-400D2.3	chr4	134423867	134457852	q
RN7SL681P	chr4	87386883	87387174	q
MTND4P8	chr4	155455050	155456411	q
RP11-218C23.1	chr4	85246157	85246912	q
DUX4L6	chr4	190074525	190076035	q
RP11-206F17.2	chr4	152927446	152928207	q
ELMOD2	chr4	140524158	140553770	q
CXCL3	chr4	74036589	74038807	q
RP11-584P21.2	chr4	67417305	67468251	q
RP11-340A13.2	chr4	58984282	59046959	q
AC092574.2	chr4	467528	467636	p
RBMXP4	chr4	109346326	109347459	q
RP11-285C1.2	chr4	153034211	153091165	q
DSPP	chr4	87608529	87616910	q
KLHL2	chr4	165207618	165323156	q
CSN3	chr4	70242588	70251428	q
STPG2-AS1	chr4	97366926	97490164	q
ASB5	chr4	176213673	176277571	q
AC108056.1	chr4	117834401	117869948	q
AC107068.1	chr4	47976216	47976327	p
RP11-725D20.1	chr4	59551142	59630324	q
PCDH10	chr4	133149315	133208606	q
ACTR6P1	chr4	106836498	106837601	q
MIR5091	chr4	13627865	13627957	p
TNRC18P1	chr4	140641840	140645489	q
RP11-669M16.1	chr4	14164455	14242813	p
FAM193A	chr4	2625261	2732565	p
MEPE	chr4	87821411	87846817	q
MIR4801	chr4	37241910	37241991	p
USP17L28	chr4	9348893	9350485	p
RP13-585F24.1	chr4	19813749	19814231	p
RP11-45L9.1	chr4	105746245	105827172	q
PPARGC1A	chr4	23755041	23904089	p
TRIM2	chr4	153152342	153339320	q
RP11-302F12.1	chr4	25678850	25679020	p
RP11-18O11.1	chr4	127493505	127493828	q
TCEB1P33	chr4	39932454	39933561	p
RP11-557J10.5	chr4	145599109	145600552	q
MTHFD2L	chr4	74114174	74303099	q
UGT8	chr4	114598455	114678224	q
RP11-109G23.3	chr4	78773654	78775973	q
AC109351.1	chr4	29750196	29750310	p
RP11-571I18.4	chr4	53997415	53997712	q
RP11-162K6.1	chr4	80161129	80162011	q
AC083826.1	chr4	102898565	102898621	q
RP11-17E2.2	chr4	21949015	22330330	p
RP11-404I7.2	chr4	132836772	132981677	q
PRMT5P1	chr4	147458724	147459321	q
MFAP3L	chr4	169986597	170033031	q
RP13-514E23.2	chr4	86000327	86000766	q
LRPAP1	chr4	3506376	3532559	p
MIR548T	chr4	173268160	173268233	q
RP11-768B22.2	chr4	152666368	152670107	q
SOWAHB	chr4	76894928	76898147	q
RP11-161D15.3	chr4	173924207	173990861	q
HSBP1P2	chr4	110251871	110252099	q
RPS7P7	chr4	42471810	42472380	p
FGFBP2	chr4	15960243	15969309	p
RP11-617I14.1	chr4	31171144	31211675	p
RP11-731D1.3	chr4	151279030	151279192	q
RP11-460H9.1	chr4	180731164	180759038	q
RP11-356M17.1	chr4	76401251	76401569	q
RNU4-33P	chr4	119367562	119367646	q
EXOC7P1	chr4	108417705	108419763	q
RP11-10L7.1	chr4	88284942	88331421	q
RN7SKP237	chr4	139685127	139685427	q
RP11-511B7.1	chr4	165664350	165665671	q
RP11-624A4.1	chr4	176866614	176875457	q
TMEM165	chr4	55395957	55453397	q
ANXA2P1	chr4	153307792	153308717	q
SLC9B2	chr4	103019868	103085829	q
RP11-1396O13.2	chr4	9563171	9563950	p
RP11-119H12.1	chr4	112738672	112739106	q
RP11-478C1.7	chr4	2295584	2319089	p
CENPU	chr4	184694618	184734133	q
RAC1P2	chr4	46723830	46724408	p
RP11-477G18.1	chr4	112116510	112116903	q
MIR3688-1	chr4	159128802	159128894	q
RNA5SP161	chr4	56097390	56097504	q
RP11-703C10.1	chr4	93318623	93319786	q
ZBTB8OSP1	chr4	150720981	150721478	q
APOOP4	chr4	68304343	68304939	q
RP11-215A19.2	chr4	186426546	186555328	q
WDR19	chr4	39182404	39285810	p
HTN3	chr4	70028413	70036538	q
RP11-352E8.2	chr4	73052362	73052917	q
RP11-181K12.1	chr4	145830456	145832980	q
RP11-19C24.1	chr4	66003281	66016792	q
SLC9B1	chr4	102885048	103019739	q
STX18	chr4	4415742	4542346	p
CABS1	chr4	70334966	70337116	q
RP11-707F2.1	chr4	149666057	149711149	q
RPSAP35	chr4	117413462	117414279	q
NDST3	chr4	118033618	118258648	q
RP11-593F5.2	chr4	60750586	60789999	q
RP11-724M22.1	chr4	98496364	98509935	q
RP11-33B1.1	chr4	119454791	119552025	q
STK32B	chr4	5051442	5500998	p
RPL6P12	chr4	169166272	169167117	q
FAT1	chr4	186587783	186726722	q
UGT2A3	chr4	68928463	68951791	q
AC119751.3	chr4	49598423	49598505	NA
OR7E85P	chr4	9483718	9484702	p
WRBP1	chr4	112693459	112693792	q
RP11-703G6.1	chr4	103961616	104036923	q
SCOC-AS1	chr4	140283724	140373381	q
PPBP	chr4	73987038	73988197	q
MIR548AH	chr4	76575541	76575650	q
RP11-61F5.1	chr4	51978079	51978372	q
RP11-333E13.4	chr4	40042917	40057199	p
RP11-115A14.1	chr4	110146374	110147248	q
RP11-612J15.3	chr4	156972631	156972956	q
ABLIM2	chr4	7965310	8158832	p
RP11-164P12.3	chr4	151674483	151677893	q
USP17L11	chr4	9215405	9217356	p
RP11-502M1.2	chr4	160539254	160586817	q
RP11-478C6.2	chr4	338097	338583	p
LINC01091	chr4	123650267	123930406	q
AP1AR	chr4	112231737	112270047	q
LINC00682	chr4	41876481	41882611	p
DUX4L4	chr4	190081118	190082622	q
RP11-765K14.1	chr4	176875702	176880605	q
RP11-565A3.1	chr4	187613765	187660369	q
MTND1P22	chr4	155462873	155463823	q
DUX4L1	chr4	190084412	190085922	q
RP11-696F12.1	chr4	187060099	187060930	q
AGGF1P1	chr4	190041342	190043414	q
OTUD4	chr4	145110838	145180161	q
ADAM20P3	chr4	187746094	187748199	q
NMU	chr4	55595229	55636698	q
RP11-398J16.1	chr4	94369833	94370163	q
RP11-642E20.5	chr4	68282461	68285959	q
RNU4-79P	chr4	158395394	158395534	q
RNU1-89P	chr4	135995929	135996092	q
SCARB2	chr4	76158737	76213893	q
CUL4AP1	chr4	116425983	116430892	q
PDS5A	chr4	39822863	39977956	p
RNU6-668P	chr4	164787290	164787396	q
OR5M14P	chr4	41722538	41723512	p
RP11-461L13.5	chr4	152317902	152318364	q
RNU2-44P	chr4	154790291	154790484	q
RP11-20I20.4	chr4	1167778	1168174	p
LINC00616	chr4	138027422	138130709	q
FABP5P12	chr4	159026139	159026527	q
RP11-317B7.3	chr4	2139673	2141058	p
RGS12	chr4	3293028	3439913	p
OTOP1	chr4	4188803	4226889	p
RP11-357G3.1	chr4	3323977	3324762	p
AC006499.7	chr4	10167159	10167765	p
AC078852.1	chr4	1356581	1358075	p
RNA5SP167	chr4	149907560	149907675	q
MOB1B	chr4	70902326	71022449	q
DDX3YP3	chr4	103572089	103574082	q
RP11-460I19.2	chr4	1027678	1028972	p
RPF2P2	chr4	115628812	115629707	q
RP11-73K9.3	chr4	112272968	112273316	q
DAPP1	chr4	99816833	99870154	q
AC139887.4	chr4	764487	765074	p
RNU6-818P	chr4	88201703	88201810	q
IGJ	chr4	70655541	70681817	q
RP11-751A18.1	chr4	180573464	180574027	q
RP11-2H3.6	chr4	416118	416537	p
MSX1	chr4	4859666	4863936	p
EFTUD1P2	chr4	65142703	65145763	q
RN7SL28P	chr4	184278936	184279233	q
RP11-364P22.1	chr4	157572490	157576154	q
RP11-223C24.2	chr4	142514446	142518983	q
CLDN22	chr4	183318194	183320774	q
MAN2B2	chr4	6575175	6623362	p
RN7SL152P	chr4	140577925	140578222	q
ZNF721	chr4	425815	499156	p
RP11-161D15.2	chr4	173877471	173913252	q
RP11-625I7.1	chr4	77394491	77494286	q
RCC2P8	chr4	108788745	108789779	q
RP11-526A4.1	chr4	149352017	149896233	q
AMBN	chr4	70592256	70607288	q
RP11-103J17.2	chr4	37001816	37020708	p
TLR2	chr4	153701500	153705699	q
RP11-100N21.1	chr4	47706372	47706987	p
TENM3	chr4	182143987	182803024	q
RP11-364L4.3	chr4	143286293	143329858	q
HNRNPA1P55	chr4	73938604	73939558	q
NAT8L	chr4	2059512	2069089	p
RNA5SP175	chr4	190017696	190017814	q
AC093844.1	chr4	183384553	183384620	q
RNU6-420P	chr4	22118983	22119089	p
RP11-793B23.1	chr4	137807706	137816402	q
RP11-20I20.1	chr4	1100016	1101558	p
CRMP1	chr4	5748084	5893058	p
RP11-499E18.1	chr4	102418602	102450010	q
RP11-363G15.2	chr4	94117792	94207556	q
RNU1-49P	chr4	41771945	41772103	p
CTBP1	chr4	1211448	1249953	p
RP11-326I11.5	chr4	184471924	184472609	q
RP11-142A22.4	chr4	145335263	145340421	q
RNU6-284P	chr4	164620732	164620837	q
HSPA4L	chr4	127781821	127840733	q
HPGDS	chr4	94298535	94342876	q
RP11-84C13.2	chr4	89119284	89119871	q
MIR575	chr4	82753337	82753430	q
AC253576.2	chr4	136461	136568	p
MFSD8	chr4	127917805	127965995	q
RP11-364P22.2	chr4	157637687	157667044	q
FLJ20021	chr4	101347780	101348883	q
DDIT4L	chr4	100185870	100190782	q
PYURF	chr4	88520985	88523813	q
RP11-466G12.3	chr4	88508591	88510403	q
LINC01098	chr4	177728757	177990750	q
RNA5SP171	chr4	166918364	166918478	q
CXCL2	chr4	74097035	74099293	q
AFF1	chr4	86935002	87141054	q
RP11-736K12.1	chr4	69888877	69889406	q
RP11-731D1.4	chr4	151333775	151353224	q
PTPN13	chr4	86594315	86815171	q
ARFIP1	chr4	152687727	152918463	q
RP13-644M16.2	chr4	69144734	69147671	q
FRG1	chr4	189940788	189963204	q
DHX15	chr4	24517441	24584550	p
RP11-17P16.2	chr4	67638177	67638359	q
RNU6-891P	chr4	70852130	70852240	q
NEK1	chr4	169393275	169612629	q
AC005150.2	chr4	162742591	162742677	q
AF146191.4	chr4	189780336	189940271	q
BNIP3P41	chr4	49096	50124	p
RP11-30P21.2	chr4	62291562	62292337	q
RP11-397D21.1	chr4	113840050	113840236	q
RP11-745L13.2	chr4	131930031	131975952	q
RP11-386B13.1	chr4	185064981	185065323	q
RP11-312A15.1	chr4	157815010	157815480	q
PTGES3P3	chr4	169791221	169791702	q
RP11-433O3.1	chr4	181522666	181523001	q
RP13-539F13.3	chr4	144851572	144874787	q
RP11-367J11.2	chr4	7030554	7046231	p
AF146191.8	chr4	189979902	189980607	q
RP11-424M21.1	chr4	151799500	151801348	q
AC106860.1	chr4	161003877	161003958	q
RP11-782E2.2	chr4	136004509	136004902	q
RP11-107E21.1	chr4	123861860	123862015	q
SCFD2	chr4	52872982	53366075	q
USP53	chr4	119212587	119295517	q
KLF17P2	chr4	14126339	14126664	p
NUDT9	chr4	87422582	87459454	q
RP11-496D24.2	chr4	24659856	24671568	p
RPL7AP26	chr4	82490823	82491635	q
AC097467.2	chr4	155276689	155381346	q
RNU6-887P	chr4	39399149	39399248	p
ZNF732	chr4	270675	305321	p
RP11-756P10.7	chr4	188713644	188715442	q
RP11-519M16.1	chr4	129724171	129771481	q
RNU7-74P	chr4	40377452	40377513	p
RP11-489M13.3	chr4	4086638	4086814	p
C4orf51	chr4	145680204	145771032	q
RTEL1P1	chr4	112356135	112359819	q
RP11-177B4.1	chr4	52720081	52720831	q
RP11-136I13.1	chr4	10410996	10411644	p
AC006499.6	chr4	10199823	10200672	p
MRFAP1L1	chr4	6707701	6709880	p
FTLP10	chr4	68182292	68212470	q
NAP1L5	chr4	88695915	88698235	q
CXCL5	chr4	73995642	73998779	q
RP11-140M13.1	chr4	177686673	177691068	q
RP11-463J17.1	chr4	189881515	189884868	q
RP11-366M4.1	chr4	165012366	165012845	q
RP11-326I11.4	chr4	184506460	184537554	q
RNU6-573P	chr4	35495898	35496003	p
RP11-384K6.6	chr4	118591773	118633729	q
RP11-618I10.4	chr4	69306469	69307173	q
RP11-1396O13.15	chr4	9422313	9429702	p
UGT2B11	chr4	69004618	69214731	q
RNU6-1336P	chr4	168686608	168686716	q
RP11-192C21.3	chr4	134944275	134944523	q
RN7SL101P	chr4	28711198	28711476	p
RP11-395F4.1	chr4	43133867	43234956	p
HSP90AB2P	chr4	13333414	13338657	p
RP11-707A18.1	chr4	64914281	65004500	q
RN7SL184P	chr4	113419840	113420136	q
RP11-688H10.1	chr4	76509284	76509719	q
RP11-727M10.1	chr4	74418917	74440457	q
FGA	chr4	154583126	154590766	q
RP11-489G11.3	chr4	173467833	173470041	q
MAEA	chr4	1289851	1340147	p
MARK2P4	chr4	176012038	176014417	q
RP11-344G13.2	chr4	171113789	171114581	q
TMEM150C	chr4	82483170	82562357	q
GLRA3	chr4	174636914	174829314	q
U85056.1	chr4	190060380	190060475	q
RPL7L1P13	chr4	110399773	110400511	q
RP11-373J21.1	chr4	72323028	72330751	q
RP11-75N20.2	chr4	108773613	108774020	q
RNA5SP152	chr4	8393015	8393124	p
RN7SL671P	chr4	1869153	1869214	p
RP11-1398P2.1	chr4	1574062	1580253	p
TMA16	chr4	163494442	163520539	q
LINC00955	chr4	3576869	3590711	p
AC104071.1	chr4	31349786	31349874	p
RN7SKP105	chr4	163828800	163829113	q
RP11-6L6.4	chr4	146180851	146181316	q
RP11-17P16.1	chr4	67607856	67610313	q
TPI1P4	chr4	49016682	49017154	NA
RP11-44F21.4	chr4	75101477	75101943	q
RP11-170N16.2	chr4	122840343	122840690	q
CNOT6L	chr4	77713387	77819615	q
RP11-227F19.5	chr4	41688858	41692797	p
ENOPH1	chr4	82430562	82461091	q
PDGFRA	chr4	54229097	54298247	q
RNU6-1282P	chr4	151300518	151300613	q
FAM218BP	chr4	164929494	164929951	q
GPM6A	chr4	175632934	176002664	q
KRT8P46	chr4	102728746	102730171	q
WWC2	chr4	183099293	183320777	q
CBR4	chr4	168863770	169010275	q
SLC39A8	chr4	102251041	102431258	q
UCHL1-AS1	chr4	41220074	41256727	p
MTND5P13	chr4	64609454	64610532	q
AC104687.1	chr4	76853964	76854060	q
CTB-51E13.1	chr4	123259949	123260118	q
SEPSECS	chr4	25120014	25160442	p
RP11-83C7.3	chr4	38390754	38391675	p
DCUN1D4	chr4	51843000	51916837	q
TTC29	chr4	146706638	146945882	q
GUF1	chr4	44678427	44700926	p
PRDM5	chr4	120684919	120922870	q
AC109925.1	chr4	94450651	94450892	q
RP11-689P11.3	chr4	8453410	8454942	p
RP11-798M19.3	chr4	173322206	173329694	q
RP11-364P2.2	chr4	121369433	121370345	q
BST1	chr4	15702950	15738313	p
RBM46	chr4	154781213	154828813	q
ABCE1	chr4	145097932	145129179	q
RNF4	chr4	2462220	2625320	p
RN7SL822P	chr4	55215624	55215919	q
RP11-217C7.1	chr4	166388701	166526119	q
RP11-340A13.3	chr4	59047020	59075256	q
RP11-775H9.2	chr4	136118675	136395471	q
RP11-719L21.1	chr4	163265575	163266583	q
RNU7-158P	chr4	183169348	183169417	q
RNU6-158P	chr4	48932755	48932854	NA
SMAD1-AS1	chr4	145514615	145517118	q
RP11-148L24.1	chr4	174094660	174220398	q
FBXO8	chr4	174236658	174284264	q
SNORD73	chr4	151102057	151102128	q
LGI2	chr4	24998847	25030879	p
RP11-26P13.2	chr4	113943256	113944320	q
MIR548I2	chr4	9556168	9556316	p
ZNF718	chr4	124480	163989	p
C4orf22	chr4	80335720	80963756	q
RP11-756P10.3	chr4	188738373	188739494	q
KIAA1109	chr4	122152333	122362758	q
CRIPAK	chr4	1391552	1395989	p
AF250324.1	chr4	189818669	189818738	q
AC099339.1	chr4	152900966	152901079	q
RP11-102N12.3	chr4	140756528	140757921	q
RP11-423J7.1	chr4	149956208	149958572	q
RP11-738E22.3	chr4	56960927	56961373	q
GABRB1	chr4	46993723	47426444	p
TACR3	chr4	103586031	103719816	q
RP11-713M6.2	chr4	107258700	107301870	q
UBE2K	chr4	39698044	39782792	p
RN7SL311P	chr4	139185441	139185746	q
AC004066.2	chr4	105526596	105527397	q
GAPDHP56	chr4	130503357	130504344	q
ATP10D	chr4	47485288	47593486	p
RN7SKP113	chr4	4920770	4921064	p
USP17L17	chr4	9243879	9245830	p
PRDM8	chr4	80183879	80204329	q
RP11-380D23.1	chr4	110512488	110519505	q
RP11-145G20.1	chr4	96310701	96818864	q
SMR3B	chr4	70370093	70390244	q
RP11-302F12.4	chr4	25686202	25686458	p
EVC2	chr4	5542772	5709548	p
UGT2B10	chr4	68815993	68831196	q
RNU6-1195P	chr4	41113942	41114045	p
AC093824.1	chr4	185122322	185122422	q
RNU4ATAC9P	chr4	72965178	72965303	q
NKX6-1	chr4	84491987	84498450	q
GAR1	chr4	109815510	109824740	q
MIR4798	chr4	7310450	7310524	p
TUBB7P	chr4	189982523	189984871	q
FGF2	chr4	122826708	122898236	q
RNU6-1325P	chr4	59834063	59834167	q
TARS2P1	chr4	135565117	135567157	q
RP11-718M20.5	chr4	3910283	3910604	p
AC095056.1	chr4	72324535	72324602	q
CTBP1-AS2	chr4	1249300	1288291	p
OR7E35P	chr4	9754898	9755778	p
RN7SKP188	chr4	167662986	167663302	q
RP11-124A7.1	chr4	41389115	41389593	p
RN7SL55P	chr4	109450772	109451068	q
AC097452.1	chr4	12013347	12013441	p
RP11-312A15.3	chr4	157968412	157969615	q
RP11-180C1.1	chr4	28362279	28402864	p
DEFB131	chr4	9444534	9450514	p
SORBS2	chr4	185585444	185956652	q
RP11-766F14.1	chr4	99594799	99625913	q
RP11-89B16.1	chr4	53899871	53916835	q
RP11-174F8.1	chr4	150422645	150423642	q
RP11-610J23.1	chr4	168647896	168648587	q
NACAP5	chr4	17552117	17552752	p
QRFPR	chr4	121329312	121381059	q
RP11-489M13.1	chr4	4076711	4077491	p
AC019131.1	chr4	98929914	98929993	q
RP11-68D16.1	chr4	29407100	29408012	p
SH3D19	chr4	151102751	151325632	q
USP17L15	chr4	9234385	9365080	p
CNGA1	chr4	47935977	48016672	p
CPZ	chr4	8592660	8619759	p
RP11-127B20.3	chr4	82374301	82384027	q
RP11-362I1.1	chr4	45009540	45051652	p
AFM	chr4	73481683	73504001	q
CYP2U1	chr4	107931369	107953457	q
SEPT11	chr4	76949703	77040384	q
RP11-1258F18.1	chr4	8066528	8067724	p
RP11-9D8.1	chr4	37821361	37821838	p
RP11-318I4.2	chr4	126106139	126106923	q
TRMT44	chr4	8436140	8493531	p
SAR1P3	chr4	120342056	120342647	q
TECRL	chr4	64275257	64409468	q
STOX2	chr4	183853431	184023526	q
TECRP2	chr4	124462863	124463790	q
RP11-552M14.1	chr4	23105502	23123487	p
RP11-171N4.1	chr4	156585979	156590039	q
AC108867.1	chr4	135371590	135371681	q
RP11-586D19.2	chr4	6202328	6206649	p
HTT-AS1_2	chr4	3069977	3070151	p
RP11-468N14.10	chr4	68972999	68975993	q
NSUN7	chr4	40749897	40809985	p
RP11-402J6.1	chr4	112515385	112546881	q
RP11-692D12.1	chr4	73259209	73317953	q
STPG2	chr4	97184093	98143240	q
AIMP1	chr4	106315544	106349226	q
MIR577	chr4	114656759	114656854	q
RP11-548L20.1	chr4	34120894	34269747	p
RP11-138I17.1	chr4	136796722	137212799	q
OR7E94P	chr4	79587302	79588130	q
PIGG	chr4	499210	540196	p
NEIL3	chr4	177309836	177362943	q
RP11-362I1.2	chr4	44994426	44996022	p
RP11-360F5.3	chr4	39133913	39135608	p
RP13-884E18.3	chr4	137601899	137602433	q
VEGFC	chr4	176683538	176792727	q
AC092535.3	chr4	1151372	1153701	p
RP11-600L4.1	chr4	38286994	38287491	p
SGCB	chr4	52020706	52038482	q
RP11-642E20.3	chr4	68300325	68302459	q
DKK2	chr4	106921802	107283806	q
RP11-292D4.2	chr4	146934001	146945471	q
RPS21P4	chr4	16256308	16256555	p
RP11-451F20.1	chr4	183380345	183381705	q
KIAA0232	chr4	6781375	6884170	p
KLF3-AS1	chr4	38612701	38664883	p
SLC7A11-AS1	chr4	138057464	138178177	q
NR3C2	chr4	148078762	148444698	q
MAB21L2	chr4	150581922	150584693	q
AC104650.1	chr4	8200662	8200719	p
CLNK	chr4	10486395	10684865	p
FGF5	chr4	80266599	80336680	q
RP11-322J23.1	chr4	170742469	170743718	q
RP11-576N17.2	chr4	83237303	83237444	q
RP11-89B16.2	chr4	53927499	53928138	q
C4orf36	chr4	86876205	86936202	q
RP11-665G4.1	chr4	15004942	15427914	p
RP11-521E5.1	chr4	130376229	130386371	q
RP11-562F9.3	chr4	92260367	92260751	q
KLHL5	chr4	39045039	39126857	p
RP11-756P10.2	chr4	188777679	188796633	q
FAM200B	chr4	15681662	15705565	p
BMPR1B-AS1	chr4	94743800	94757533	q
IL21-AS1	chr4	122618983	122689156	q
RP11-237D3.1	chr4	187516153	187517208	q
BLOC1S4	chr4	6716055	6717671	p
SEC31A	chr4	82818661	82901166	q
KRT18P21	chr4	115920707	115921978	q
PPP3CA	chr4	101023409	101348278	q
AMTN	chr4	70518540	70532742	q
NOA1	chr4	56963370	56978823	q
ANKRD20A17P	chr4	49502145	49506022	NA
TRAPPC11	chr4	183659267	183713594	q
RN7SKP48	chr4	85100496	85100823	q
ANP32C	chr4	164197007	164197711	q
TRIM61	chr4	164954446	164977668	q
AC126281.3	chr4	190072599	190072682	q
PRMT9	chr4	147637785	147684230	q
RP11-1338A24.1	chr4	8745397	8746033	p
SMIM14	chr4	39546330	39639090	p
TOMM22P4	chr4	162521682	162522041	q
RP11-11N5.3	chr4	186892552	186892983	q
RP11-1396O13.14	chr4	9399204	9403565	p
RP11-257A22.1	chr4	63128311	63143881	q
HSD17B13	chr4	87303789	87322906	q
HELQ	chr4	83407343	83455856	q
SOD3	chr4	24789912	24800842	p
NDST4	chr4	114827763	115113876	q
RP11-366M4.19	chr4	165016887	165017433	q
HPSE	chr4	83292461	83335153	q
RPL9P16	chr4	168755816	168756382	q
ICE2P1	chr4	188387471	188389666	q
EEF1A1P21	chr4	29748757	29750100	p
RP11-539G18.1	chr4	39713842	39714451	p
LETM1	chr4	1811479	1856247	p
TMPRSS11BNL	chr4	68184081	68218080	q
RP11-315A17.1	chr4	31350284	31351725	p
LDHAL6EP	chr4	71434405	71437924	q
ZNF969P	chr4	110415898	110418504	q
WHSC1	chr4	1871424	1982207	p
NPNT	chr4	105894775	106004027	q
DUX4	chr4	190173774	190185942	q
RNU6-531P	chr4	139055475	139055578	q
RP11-542P2.2	chr4	140498402	140501330	q
AC126281.8	chr4	190075892	190075975	q
MTND6P16	chr4	64608905	64609424	q
RP13-1016M1.2	chr4	1550284	1550572	p
RNU6-582P	chr4	157201562	157201668	q
AC093874.1	chr4	166227765	166227832	q
TLR1	chr4	38790677	38856817	p
RP11-11N6.1	chr4	90682996	90683123	q
AC097533.1	chr4	122077840	122078318	q
PRDX4P1	chr4	44944015	44944961	p
GTF2F2P1	chr4	147506091	147506765	q
COMMD8	chr4	47450796	47463719	p
FAM86MP	chr4	9692495	9702954	p
OSTC	chr4	108650584	108667820	q
RP11-125O18.1	chr4	127096891	127470569	q
RP11-366M4.6	chr4	164938322	164939990	q
RN7SL357P	chr4	56805834	56806131	q
AC006499.4	chr4	10267895	10268231	p
RP11-713C19.1	chr4	188106558	188106914	q
LARP1B	chr4	128061268	128222931	q
AC114801.1	chr4	77965300	77965410	q
RP11-364P22.3	chr4	157818101	157818572	q
SCD5	chr4	82629539	82798857	q
TAPT1	chr4	16160505	16227410	p
RP11-44F21.2	chr4	74993877	75034824	q
D4S234E	chr4	4348140	4419058	p
RP11-440I14.2	chr4	174523701	174540344	q
RP11-10L12.4	chr4	102828055	102844075	q
ZNF595	chr4	53285	88211	p
RP11-567N4.3	chr4	75401195	75423023	q
NUDT19P5	chr4	158182825	158183393	q
CC2D2A	chr4	15469865	15601557	p
MIR218-1	chr4	20528275	20528384	p
MIR548G	chr4	147344629	147344717	q
RNU6-746P	chr4	55294490	55294598	q
HIGD1AP14	chr4	109673843	109674124	q
KDR	chr4	55078477	55125589	q
SYNPO2	chr4	118850688	119061247	q
PLAC8	chr4	83090048	83137075	q
RP11-461L13.3	chr4	152320544	152321044	q
PDE5A	chr4	119494395	119628991	q
CCNI	chr4	77047158	77076005	q
HMGB2	chr4	173331695	173335125	q
AC093323.1	chr4	6692055	6692462	p
AC006552.1	chr4	54603211	54607131	q
